0	E_coli_ATCC11775
1	E_coli_ATCC11775
2	E_coli_ATCC11775
3	E_coli_ATCC11775
4	E_coli_ATCC11775
5	E_coli_ATCC11775
6	E_coli_ATCC11775
7	E_coli_ATCC11775
8	E_coli_ATCC11775
9	E_coli_ATCC11775
10	E_coli_ATCC11775
11	E_coli_ATCC11775
12	E_coli_ATCC11775
13	E_coli_ATCC11775
14	E_coli_ATCC11775
15	E_coli_ATCC11775
16	E_coli_ATCC11775
17	E_coli_ATCC11775
18	E_coli_ATCC11775
19	E_coli_ATCC11775
20	E_coli_ATCC11775
21	E_coli_ATCC11775
22	E_coli_ATCC11775
23	E_coli_ATCC11775
24	E_coli_ATCC11775
25	E_coli_ATCC11775
26	E_coli_ATCC11775
27	E_coli_ATCC11775
28	E_coli_ATCC11775
29	E_coli_ATCC11775
30	E_coli_ATCC11775
31	E_coli_ATCC11775
32	E_coli_ATCC11775
33	E_coli_ATCC11775
34	E_coli_ATCC11775
35	E_coli_ATCC11775
36	E_coli_ATCC11775
37	E_coli_ATCC11775
38	E_coli_ATCC11775
39	E_coli_ATCC11775
40	E_coli_ATCC11775
41	E_coli_ATCC11775
42	E_coli_ATCC11775
43	E_coli_ATCC11775
44	E_coli_ATCC11775
45	E_coli_ATCC11775
46	E_coli_ATCC11775
47	E_coli_ATCC11775
48	E_coli_ATCC11775
49	E_coli_ATCC11775
50	E_coli_ATCC11775
51	E_coli_ATCC11775
52	E_coli_ATCC11775
53	E_coli_ATCC11775
54	E_coli_ATCC11775
55	E_coli_ATCC11775
56	E_coli_ATCC11775
57	E_coli_ATCC11775
58	E_coli_ATCC11775
59	E_coli_ATCC11775
60	E_coli_ATCC11775
61	E_coli_ATCC11775
62	E_coli_ATCC11775
63	E_coli_ATCC11775
64	E_coli_ATCC11775
65	E_coli_ATCC11775
66	E_coli_ATCC11775
67	E_coli_ATCC11775
68	E_coli_ATCC11775
69	E_coli_ATCC11775
70	E_coli_ATCC11775
71	E_coli_ATCC11775
72	E_coli_ATCC11775
73	E_coli_ATCC11775
74	E_coli_ATCC11775
75	E_coli_ATCC11775
76	E_coli_ATCC11775
77	E_coli_ATCC11775
78	E_coli_ATCC11775
79	E_coli_ATCC11775
80	E_coli_ATCC11775
81	E_coli_ATCC11775
82	E_coli_ATCC11775
83	E_coli_ATCC11775
84	E_coli_ATCC11775
85	E_coli_ATCC11775
86	E_coli_ATCC11775
87	E_coli_ATCC11775
88	E_coli_ATCC11775
89	E_coli_ATCC11775
90	E_coli_ATCC11775
91	E_coli_ATCC11775
92	E_coli_ATCC11775
93	E_coli_ATCC11775
94	E_coli_ATCC11775
95	E_coli_ATCC11775
96	E_coli_ATCC11775
97	E_coli_ATCC11775
98	E_coli_ATCC11775
99	E_coli_ATCC11775
100	E_coli_ATCC11775
101	E_coli_ATCC11775
102	E_coli_ATCC11775
103	E_coli_ATCC11775
104	E_coli_ATCC11775
105	E_coli_ATCC11775
106	E_coli_ATCC11775
107	E_coli_ATCC11775
108	E_coli_ATCC11775
109	E_coli_ATCC11775
110	E_coli_ATCC11775
111	E_coli_ATCC11775
112	E_coli_ATCC11775
113	E_coli_ATCC11775
114	E_coli_ATCC11775
115	E_coli_ATCC11775
116	E_coli_ATCC11775
117	E_coli_ATCC11775
118	E_coli_ATCC11775
119	E_coli_ATCC11775
120	E_coli_ATCC11775
121	E_coli_ATCC11775
122	E_coli_ATCC11775
123	E_coli_ATCC11775
124	E_coli_ATCC11775
125	E_coli_ATCC11775
126	E_coli_ATCC11775
127	E_coli_ATCC11775
128	E_coli_ATCC11775
129	E_coli_ATCC11775
130	E_coli_ATCC11775
131	E_coli_ATCC11775
132	E_coli_ATCC11775
133	E_coli_ATCC11775
134	E_coli_ATCC11775
135	E_coli_ATCC11775
136	E_coli_ATCC11775
137	E_coli_ATCC11775
138	E_coli_ATCC11775
139	E_coli_ATCC11775
140	E_coli_ATCC11775
141	E_coli_ATCC11775
142	E_coli_ATCC11775
143	E_coli_ATCC11775
144	E_coli_ATCC11775
145	E_coli_ATCC11775
146	E_coli_ATCC11775
147	E_coli_ATCC11775
148	E_coli_ATCC11775
149	E_coli_ATCC11775
150	E_coli_ATCC11775
151	E_coli_ATCC11775
152	E_coli_ATCC11775
153	E_coli_ATCC11775
154	E_coli_ATCC11775
155	E_coli_ATCC11775
156	E_coli_ATCC11775
157	E_coli_ATCC11775
158	E_coli_ATCC11775
159	E_coli_ATCC11775
160	E_coli_ATCC11775
161	E_coli_ATCC11775
162	E_coli_ATCC11775
163	E_coli_ATCC11775
164	E_coli_ATCC11775
165	E_coli_ATCC11775
166	E_coli_ATCC11775
167	E_coli_ATCC11775
168	E_coli_ATCC11775
169	E_coli_ATCC11775
170	E_coli_ATCC11775
171	E_coli_ATCC11775
172	E_coli_ATCC11775
173	E_coli_ATCC11775
174	E_coli_ATCC11775
175	E_coli_ATCC11775
176	E_coli_ATCC11775
177	E_coli_ATCC11775
178	E_coli_ATCC11775
179	E_coli_ATCC11775
180	E_coli_ATCC11775
181	E_coli_ATCC11775
182	E_coli_ATCC11775
183	E_coli_ATCC11775
184	E_coli_ATCC11775
185	E_coli_ATCC11775
186	E_coli_ATCC11775
187	E_coli_ATCC11775
188	E_coli_ATCC11775
189	E_coli_ATCC11775
190	E_coli_ATCC11775
191	E_coli_ATCC11775
192	E_coli_ATCC11775
193	E_coli_ATCC11775
194	E_coli_ATCC11775
195	E_coli_ATCC11775
196	E_coli_ATCC11775
197	E_coli_ATCC11775
198	E_coli_ATCC11775
199	E_coli_ATCC11775
200	E_coli_ATCC11775
201	E_coli_ATCC11775
202	E_coli_ATCC11775
203	E_coli_ATCC11775
204	E_coli_ATCC11775
205	E_coli_ATCC11775
206	E_coli_ATCC11775
207	E_coli_ATCC11775
208	E_coli_ATCC11775
209	E_coli_ATCC11775
210	E_coli_ATCC11775
211	E_coli_ATCC11775
212	E_coli_ATCC11775
213	E_coli_ATCC11775
214	E_coli_ATCC11775
215	E_coli_ATCC11775
216	E_coli_ATCC11775
217	E_coli_ATCC11775
218	E_coli_ATCC11775
