284	2988
285	2367
286	5693
287	2989
288	2990
289	1527
290	46
291	2211
292	2991
293	1295
294	1808
295	1051
296	2992
297	1474
298	1658
299	2214
300	2993
301	2994
302	2995
303	2996
304	2997
305	2998
306	2999
307	3000
308	3001
309	1812
310	4736
311	3002
312	3003
313	3004
314	1814
315	3005
316	3006
317	3007
318	3008
319	986
320	843
321	5219
322	4737
323	3009
324	4738
325	743
326	3010
327	3011
328	3012
329	1189
330	1195
331	1120
332	5694
333	1785
334	992
335	1358
336	3013
337	1126
338	3014
339	4739
340	2605
341	1816
342	3015
343	2219
344	656
345	3016
346	5695
347	929
348	3017
349	5220
350	1817
351	5221
352	5222
353	4740
354	3020
355	3021
356	2608
357	3022
358	3024
359	5223
360	3025
361	3026
362	2368
363	3027
364	3028
365	2609
366	459
367	3029
368	1532
369	3030
370	3031
371	311
372	138
373	311
374	1006
375	487
376	457
377	503
378	138
379	3032
380	1662
381	3034
382	5696
383	3035
384	5697
385	3036
386	1819
387	2611
388	3037
389	1364
390	4741
391	2220
392	583
393	4742
394	4743
395	2614
396	2370
397	5224
398	2370
399	3038
400	767
401	3039
402	524
403	3040
404	3041
405	1822
406	4744
407	3042
408	3043
409	3044
410	5698
411	2372
412	2375
413	2378
414	8
415	1825
416	3045
417	3046
418	3047
419	1008
420	3048
421	849
422	3049
423	3050
424	3051
425	478
426	3052
427	5225
428	3053
429	4745
430	3054
431	3055
432	5699
433	3056
434	3057
435	1132
436	918
437	4746
438	39
439	1199
440	3058
441	3059
442	1300
443	3060
444	5700
445	3061
446	654
447	1827
448	1829
449	1832
450	2380
451	5701
452	21
453	1534
454	2615
455	3062
456	1836
457	2619
458	2619
459	4747
460	3065
461	3066
462	1839
463	4748
464	1367
465	3067
466	581
467	3068
468	1842
469	1844
470	1113
471	2222
472	1807
473	3069
474	389
475	5226
476	5227
477	389
478	4749
479	5228
480	4751
481	3071
482	5229
483	1799
484	3073
485	3074
486	709
487	96
488	165
489	5230
490	1237
491	1846
492	1201
493	3075
494	5702
495	3076
496	3077
497	1537
498	3078
499	4752
500	458
501	3079
502	1848
503	289
504	3080
505	3081
506	3082
507	3083
508	3084
509	3085
510	3086
511	1850
512	774
513	1134
514	5703
515	3087
516	1851
517	3088
518	3089
519	3090
520	3091
521	1851
522	3092
523	1663
524	4753
525	1852
526	3093
527	716
528	1203
529	177
530	193
531	5231
532	5232
533	1062
534	5233
535	2224
536	3094
537	1668
538	1855
539	3095
540	257
541	152
542	3096
543	2167
544	244
545	3097
546	3098
547	3099
548	1477
549	5704
550	1179
551	1180
552	3100
553	5705
554	5706
555	1856
556	76
557	746
558	1859
559	3102
560	1669
561	1672
562	376
563	430
564	430
565	3103
566	3104
567	3105
568	3106
569	3107
570	1070
571	302
572	5707
573	5708
574	1021
575	3108
576	514
577	202
578	5709
579	1861
580	5710
581	3110
582	5234
583	3111
584	3112
585	1028
586	2371
587	2374
588	2377
589	1543
590	1304
591	3113
592	1546
593	1551
594	1479
595	1236
596	89
597	534
598	2226
599	3114
600	4754
601	1015
602	3115
603	4755
604	5235
605	5236
606	5711
607	5712
608	5237
609	401
610	564
611	674
612	401
613	404
614	3117
615	442
616	5238
617	15
618	1556
619	1371
620	575
621	4756
622	4757
623	5713
624	2382
625	1105
626	4758
627	5714
628	3118
629	3120
630	4759
631	5239
632	3122
633	304
634	5240
635	2621
636	1863
637	379
638	429
639	3123
640	2229
641	2231
642	2233
643	2236
644	2237
645	2622
646	2625
647	3124
648	5715
649	5716
650	5717
651	2243
652	5718
653	230
654	3125
655	622
656	5719
657	3126
658	4760
659	3128
660	2385
661	5241
662	526
663	606
664	607
665	213
666	1482
667	717
668	3129
669	1341
670	2388
671	4761
672	3130
673	3131
674	4762
675	3132
676	3133
677	4763
678	5720
679	1866
680	5721
681	3134
682	333
683	4764
684	5242
685	1561
686	1530
687	535
688	3135
689	3136
690	3137
691	3138
692	3139
693	1868
694	3140
695	454
696	5722
697	3141
698	3142
699	892
700	3143
701	3144
702	3145
703	828
704	1870
705	5723
706	5724
707	5725
708	5726
709	5727
710	3147
711	857
712	3148
713	4766
714	3149
715	989
716	292
717	3023
718	1873
719	1876
720	3151
721	3152
722	3153
723	679
724	114
725	4769
726	5728
727	3154
728	1069
729	2626
730	413
731	3155
732	3156
733	170
734	4770
735	208
736	848
737	4771
738	3158
739	3159
740	1374
741	1878
742	4772
743	4773
744	4774
745	3161
746	3162
747	3163
748	3164
749	424
750	5243
751	688
752	792
753	801
754	48
755	48
756	712
757	1489
758	295
759	5729
760	206
761	3165
762	1881
763	1883
764	3166
765	505
766	3167
767	3168
768	3169
769	3170
770	3171
771	3172
772	3173
773	1307
774	4775
775	4776
776	84
777	1820
778	3174
779	3175
780	203
781	3176
782	1140
783	4777
784	1885
785	3177
786	5730
787	1127
788	3178
789	3179
790	3180
791	3181
792	2392
793	4778
794	4779
795	5731
796	4781
797	5244
798	1684
799	5732
800	2246
801	4783
802	5733
803	4787
804	4790
805	4793
806	5245
807	4797
808	4798
809	4801
810	4804
811	4807
812	4811
813	4814
814	5246
815	5247
816	5248
817	5249
818	5250
819	3182
820	5251
821	3188
822	4817
823	4821
824	2630
825	2397
826	5734
827	4822
828	2404
829	5735
830	5736
831	5737
832	5738
833	5739
834	2632
835	1887
836	2637
837	5252
838	2407
839	5740
840	5741
841	5742
842	5743
843	5744
844	5253
845	5254
846	3192
847	4827
848	5255
849	4828
850	5256
851	5257
852	5745
853	4833
854	4835
855	3194
856	3195
857	3196
858	3197
859	5746
860	3198
861	4837
862	5258
863	1378
864	3199
865	274
866	274
867	793
868	784
869	678
870	1480
871	3200
872	3201
873	1896
874	1231
875	3202
876	3203
877	4839
878	1898
879	5259
880	2238
881	2235
882	2234
883	2232
884	2230
885	5747
886	1900
887	468
888	1686
889	3204
890	3205
891	3206
892	3207
893	1491
894	3208
895	3209
896	4840
897	1901
898	1903
899	3210
900	3211
901	3212
902	3213
903	2642
904	3214
905	3215
906	3216
907	5748
908	416
909	4842
910	5260
911	5261
912	1907
913	5749
914	919
915	43
916	5750
917	2645
918	5751
919	1818
920	3217
921	3218
922	3219
923	3220
924	1690
925	2646
926	3221
927	3222
928	3223
929	3224
930	2648
931	1694
932	3225
933	1909
934	3226
935	4843
936	5262
937	3227
938	3228
939	3230
940	5263
941	5264
942	5265
943	4845
944	5752
945	4847
946	5266
947	4849
948	5267
949	5268
950	5269
951	1915
952	2628
953	5753
954	5754
955	5755
956	5756
957	2213
958	42
959	1526
960	1526
961	5757
962	5758
963	5759
964	4784
965	4788
966	4791
967	4794
968	5245
969	4796
970	4799
971	4802
972	4805
973	4809
974	4812
975	4815
976	5246
977	5247
978	5248
979	5249
980	5250
981	3183
982	5251
983	3189
984	4818
985	5760
986	5761
987	5762
988	3234
989	4853
990	2414
991	2402
992	833
993	3235
994	5270
995	1889
996	5763
997	4855
998	5271
999	3242
1000	4857
1001	5272
1002	4860
1003	2415
1004	4864
1005	5764
1006	3191
1007	5765
1008	5766
1009	5767
1010	5768
1011	5769
1012	5273
1013	5770
1014	5771
1015	5772
1016	5274
1017	5275
1018	5276
1019	5773
1020	5774
1021	5277
1022	4868
1023	5278
1024	4832
1025	4834
1026	1566
1027	1141
1028	3244
1029	3245
1030	3246
1031	3247
1032	159
1033	249
1034	3248
1035	3249
1036	212
1037	603
1038	604
1039	1483
1040	4869
1041	4870
1042	3250
1043	749
1044	1918
1045	264
1046	1918
1047	4871
1048	3251
1049	1114
1050	860
1051	2422
1052	3252
1053	1572
1054	3253
1055	3254
1056	3255
1057	3256
1058	3257
1059	3258
1060	626
1061	1204
1062	1314
1063	3259
1064	3260
1065	3261
1066	1920
1067	1577
1068	2652
1069	187
1070	3262
1071	2654
1072	3263
1073	3264
1074	3265
1075	1921
1076	1146
1077	5279
1078	3266
1079	3267
1080	3268
1081	3269
1082	3270
1083	3271
1084	1923
1085	1923
1086	3272
1087	3273
1088	3274
1089	3275
1090	3276
1091	3277
1092	3278
1093	3279
1094	3280
1095	3281
1096	3282
1097	3283
1098	4872
1099	3284
1100	3285
1101	1698
1102	3286
1103	3287
1104	5280
1105	1562
1106	2656
1107	3288
1108	1293
1109	361
1110	3289
1111	3290
1112	3291
1113	1865
1114	3292
1115	1379
1116	3293
1117	4873
1118	3294
1119	3295
1120	3296
1121	3297
1122	3298
1123	3299
1124	3300
1125	3301
1126	1670
1127	3302
1128	893
1129	2369
1130	4874
1131	4875
1132	4876
1133	4877
1134	1925
1135	4879
1136	4880
1137	5281
1138	1210
1139	5775
1140	3303
1141	3307
1142	2659
1143	1471
1144	1385
1145	1931
1146	5282
1147	2662
1148	2393
1149	2666
1150	3311
1151	2254
1152	1932
1153	4882
1154	2667
1155	427
1156	2205
1157	147
1158	810
1159	3313
1160	2425
1161	3315
1162	5283
1163	5776
1164	737
1165	737
1166	2252
1167	5284
1168	1582
1169	1588
1170	2672
1171	2675
1172	1705
1173	2678
1174	1709
1175	1711
1176	3318
1177	3320
1178	3321
1179	3322
1180	3323
1181	3324
1182	3325
1183	3326
1184	3327
1185	3328
1186	1937
1187	3329
1188	3330
1189	3331
1190	3332
1191	3333
1192	3334
1193	4884
1194	3335
1195	3336
1196	1813
1197	65
1198	3337
1199	3338
1200	3339
1201	3340
1202	5777
1203	4885
1204	2426
1205	2658
1206	902
1207	271
1208	3341
1209	3343
1210	1218
1211	825
1212	1938
1213	1941
1214	3344
1215	3345
1216	3346
1217	3347
1218	3348
1219	3349
1220	3350
1221	3351
1222	2681
1223	3352
1224	3353
1225	3354
1226	568
1227	3355
1228	1133
1229	3356
1230	3357
1231	2256
1232	1944
1233	3358
1234	3359
1235	3360
1236	1716
1237	1151
1238	1074
1239	3361
1240	2683
1241	1673
1242	382
1243	438
1244	3362
1245	3363
1246	3364
1247	5778
1248	1387
1249	5779
1250	1718
1251	571
1252	571
1253	3365
1254	3366
1255	5780
1256	5781
1257	5782
1258	5783
1259	5784
1260	3367
1261	3368
1262	738
1263	2685
1264	282
1265	2429
1266	3369
1267	1945
1268	5785
1269	3370
1270	3371
1271	1948
1272	933
1273	3372
1274	3373
1275	611
1276	3374
1277	3375
1278	216
1279	591
1280	542
1281	542
1282	591
1283	1953
1284	3376
1285	601
1286	602
1287	1484
1288	3377
1289	3378
1290	3379
1291	4886
1292	2258
1293	3380
1294	1955
1295	3381
1296	3382
1297	817
1298	4887
1299	704
1300	1957
1301	500
1302	1175
1303	781
1304	3383
1305	3384
1306	1958
1307	3386
1308	3387
1309	795
1310	786
1311	681
1312	63
1313	5285
1314	3389
1315	1960
1316	2259
1317	1073
1318	1149
1319	820
1320	67
1321	1116
1322	3390
1323	3391
1324	4888
1325	5786
1326	940
1327	2247
1328	3392
1329	3393
1330	594
1331	544
1332	218
1333	3394
1334	3395
1335	861
1336	623
1337	4889
1338	2263
1339	861
1340	1392
1341	3396
1342	1815
1343	854
1344	3397
1345	277
1346	69
1347	1395
1348	1395
1349	3398
1350	3399
1351	1380
1352	3400
1353	2266
1354	2266
1355	3401
1356	3402
1357	3403
1358	3404
1359	3405
1360	3406
1361	3407
1362	1860
1363	3408
1364	1722
1365	3409
1366	768
1367	2198
1368	3410
1369	1309
1370	3411
1371	71
1372	2687
1373	818
1374	580
1375	605
1376	3413
1377	4890
1378	2431
1379	5787
1380	50
1381	613
1382	3414
1383	3415
1384	3416
1385	3417
1386	1299
1387	5788
1388	1962
1389	2268
1390	3418
1391	3419
1392	3420
1393	3421
1394	5789
1395	3422
1396	1965
1397	1967
1398	3423
1399	4891
1400	1581
1401	1587
1402	5790
1403	5791
1404	2433
1405	2435
1406	1590
1407	2689
1408	1968
1409	1398
1410	3424
1411	3425
1412	1970
1413	5792
1414	3426
1415	2270
1416	3427
1417	3428
1418	3429
1419	3430
1420	1136
1421	3431
1422	4892
1423	3432
1424	5793
1425	3433
1426	1079
1427	3434
1428	3435
1429	160
1430	5794
1431	5795
1432	948
1433	243
1434	3436
1435	3437
1436	1929
1437	3438
1438	1972
1439	5286
1440	3439
1441	3440
1442	3441
1443	3442
1444	502
1445	2691
1446	3444
1447	760
1448	1245
1449	5796
1450	1404
1451	5287
1452	1208
1453	1594
1454	2438
1455	751
1456	3445
1457	3446
1458	5797
1459	1250
1460	1959
1461	1924
1462	3447
1463	1405
1464	3448
1465	5288
1466	593
1467	543
1468	219
1469	1598
1470	3449
1471	1410
1472	3450
1473	3451
1474	3452
1475	2439
1476	3453
1477	3454
1478	1600
1479	1975
1480	3455
1481	1174
1482	3456
1483	3457
1484	3458
1485	1976
1486	4893
1487	2693
1488	740
1489	3459
1490	5798
1491	2696
1492	464
1493	262
1494	3460
1495	3462
1496	3464
1497	3467
1498	3468
1499	2697
1500	1315
1501	3470
1502	3471
1503	1871
1504	1719
1505	2700
1506	1978
1507	323
1508	2702
1509	3472
1510	721
1511	765
1512	1981
1513	1983
1514	1840
1515	198
1516	1469
1517	653
1518	1129
1519	2442
1520	3473
1521	922
1522	922
1523	34
1524	1345
1525	3474
1526	3475
1527	2704
1528	3476
1529	2446
1530	5799
1531	5800
1532	3477
1533	3478
1534	1984
1535	3479
1536	3481
1537	226
1538	728
1539	4894
1540	4895
1541	1485
1542	155
1543	250
1544	4896
1545	4898
1546	4900
1547	3484
1548	4782
1549	5244
1550	1678
1551	5801
1552	3487
1553	3488
1554	4902
1555	3489
1556	1988
1557	3490
1558	5289
1559	3491
1560	2215
1561	1413
1562	3492
1563	2273
1564	2278
1565	1390
1566	5290
1567	5291
1568	1989
1569	5292
1570	3494
1571	5293
1572	1109
1573	2706
1574	935
1575	839
1576	5294
1577	98
1578	3497
1579	3498
1580	263
1581	3499
1582	204
1583	3500
1584	3501
1585	263
1586	1418
1587	3502
1588	5802
1589	5803
1590	5804
1591	5805
1592	1321
1593	4903
1594	2227
1595	1081
1596	2620
1597	5295
1598	3503
1599	5806
1600	3504
1601	5296
1602	5297
1603	1253
1604	3505
1605	1422
1606	3506
1607	2708
1608	3507
1609	3508
1610	3509
1611	3510
1612	3511
1613	3512
1614	3513
1615	4904
1616	3514
1617	3515
1618	1994
1619	1996
1620	286
1621	733
1622	3516
1623	1664
1624	1229
1625	3517
1626	994
1627	4905
1628	1872
1629	3518
1630	3519
1631	3520
1632	1997
1633	572
1634	572
1635	1388
1636	819
1637	2000
1638	3521
1639	1966
1640	3522
1641	3523
1642	1130
1643	3524
1644	3525
1645	3526
1646	3527
1647	5807
1648	3528
1649	3529
1650	3530
1651	3531
1652	3532
1653	3533
1654	3534
1655	3535
1656	702
1657	3536
1658	3537
1659	2710
1660	3538
1661	3539
1662	2001
1663	3540
1664	446
1665	3541
1666	3542
1667	3543
1668	3544
1669	3545
1670	3546
1671	3547
1672	2712
1673	3548
1674	3549
1675	3550
1676	3551
1677	3552
1678	2714
1679	3553
1680	2004
1681	224
1682	3554
1683	254
1684	161
1685	3555
1686	3556
1687	1238
1688	750
1689	3557
1690	3558
1691	3559
1692	3560
1693	2005
1694	3561
1695	3562
1696	3563
1697	3564
1698	4906
1699	3565
1700	2008
1701	3566
1702	3567
1703	3568
1704	3569
1705	5808
1706	2283
1707	2285
1708	3571
1709	3572
1710	4907
1711	901
1712	270
1713	2427
1714	4908
1715	5298
1716	5809
1717	5299
1718	2451
1719	314
1720	2453
1721	3573
1722	180
1723	2454
1724	5300
1725	1227
1726	2293
1727	2719
1728	649
1729	3576
1730	1971
1731	2009
1732	419
1733	864
1734	924
1735	5301
1736	316
1737	645
1738	645
1739	62
1740	4910
1741	5810
1742	2289
1743	1414
1744	2274
1745	2279
1746	3577
1747	4912
1748	4914
1749	99
1750	1496
1751	2294
1752	5302
1753	536
1754	5303
1755	5811
1756	5812
1757	1157
1758	5813
1759	5304
1760	5814
1761	5305
1762	5815
1763	5306
1764	5307
1765	5308
1766	4915
1767	1084
1768	4917
1769	4919
1770	461
1771	2298
1772	2457
1773	461
1774	462
1775	110
1776	110
1777	4768
1778	1539
1779	5309
1780	2465
1781	5310
1782	5816
1783	2721
1784	5311
1785	3580
1786	5312
1787	5313
1788	3580
1789	3582
1790	4921
1791	5817
1792	5314
1793	1550
1794	5818
1795	3583
1796	3585
1797	824
1798	4923
1799	3586
1800	3587
1801	3588
1802	5315
1803	2722
1804	1500
1805	3589
1806	4924
1807	3592
1808	5316
1809	2204
1810	4925
1811	1200
1812	2724
1813	3593
1814	2011
1815	3594
1816	4927
1817	3595
1818	5819
1819	5820
1820	5821
1821	5822
1822	4930
1823	2245
1824	1724
1825	3597
1826	3601
1827	5317
1828	3606
1829	4933
1830	5318
1831	5319
1832	3608
1833	5320
1834	2015
1835	5321
1836	5322
1837	5323
1838	4935
1839	1727
1840	4937
1841	2302
1842	3612
1843	3613
1844	1942
1845	3614
1846	3615
1847	3616
1848	101
1849	449
1850	3617
1851	266
1852	3618
1853	2466
1854	3619
1855	3620
1856	3621
1857	4939
1858	3622
1859	3623
1860	3624
1861	3625
1862	3626
1863	3627
1864	3628
1865	952
1866	3629
1867	3630
1868	3631
1869	3632
1870	2019
1871	3633
1872	2019
1873	3634
1874	3635
1875	3636
1876	1869
1877	3637
1878	3638
1879	3639
1880	3640
1881	3641
1882	3642
1883	1165
1884	3643
1885	3644
1886	3645
1887	2726
1888	1424
1889	3646
1890	3647
1891	2468
1892	2020
1893	1365
1894	3648
1895	771
1896	3649
1897	3650
1898	36
1899	631
1900	2023
1901	3651
1902	3652
1903	3653
1904	3654
1905	2025
1906	2027
1907	3655
1908	2728
1909	557
1910	665
1911	3656
1912	3657
1913	3658
1914	3659
1915	3660
1916	3661
1917	973
1918	3662
1919	3663
1920	1603
1921	3664
1922	45
1923	2730
1924	3665
1925	3666
1926	2028
1927	3667
1928	3668
1929	3669
1930	3670
1931	2731
1932	3671
1933	1088
1934	1592
1935	3672
1936	513
1937	3673
1938	5324
1939	3673
1940	5324
1941	3673
1942	5823
1943	225
1944	3674
1945	3675
1946	2644
1947	3676
1948	1326
1949	2031
1950	3677
1951	3678
1952	3679
1953	3680
1954	1363
1955	3681
1956	3682
1957	3683
1958	3684
1959	3685
1960	3686
1961	2007
1962	2034
1963	3687
1964	1974
1965	3688
1966	3689
1967	3690
1968	3691
1969	1602
1970	3692
1971	3693
1972	3694
1973	802
1974	5824
1975	3695
1976	934
1977	325
1978	4940
1979	3696
1980	1567
1981	1308
1982	3697
1983	5325
1984	1999
1985	3698
1986	3699
1987	215
1988	3700
1989	5825
1990	5826
1991	23
1992	698
1993	3701
1994	1091
1995	3702
1996	3703
1997	1145
1998	3704
1999	3705
2000	3706
2001	2692
2002	3707
2003	3708
2004	3709
2005	5326
2006	3710
2007	1423
2008	1734
2009	140
2010	1826
2011	1830
2012	1833
2013	2381
2014	2295
2015	1535
2016	2035
2017	655
2018	1097
2019	1608
2020	3711
2021	5827
2022	4943
2023	5828
2024	3712
2025	3714
2026	5829
2027	3715
2028	5327
2029	1596
2030	3717
2031	2037
2032	3718
2033	1409
2034	3719
2035	3720
2036	3721
2037	329
2038	3722
2039	2734
2040	1558
2041	2737
2042	2406
2043	1933
2044	1259
2045	4944
2046	4945
2047	3723
2048	3724
2049	1736
2050	3725
2051	3726
2052	4946
2053	3727
2054	3728
2055	1427
2056	5830
2057	2040
2058	5328
2059	145
2060	4947
2061	252
2062	145
2063	3729
2064	2299
2065	2440
2066	3730
2067	3731
2068	3732
2069	66
2070	2305
2071	3734
2072	2472
2073	3736
2074	3737
2075	3738
2076	3739
2077	5329
2078	1740
2079	2307
2080	3740
2081	3741
2082	3742
2083	1072
2084	1313
2085	3743
2086	5831
2087	2042
2088	2046
2089	3744
2090	3745
2091	3746
2092	3747
2093	3748
2094	3749
2095	474
2096	3750
2097	3751
2098	3752
2099	3753
2100	2738
2101	3754
2102	3755
2103	308
2104	5330
2105	133
2106	967
2107	5331
2108	1982
2109	1980
2110	2740
2111	5332
2112	5333
2113	3756
2114	5832
2115	5334
2116	3759
2117	4950
2118	723
2119	977
2120	5833
2121	5834
2122	705
2123	3761
2124	4951
2125	4953
2126	5335
2127	5835
2128	4955
2129	3764
2130	2460
2131	5336
2132	4957
2133	4958
2134	4959
2135	336
2136	3766
2137	5836
2138	4960
2139	512
2140	5837
2141	1018
2142	3770
2143	5838
2144	954
2145	3116
2146	391
2147	390
2148	657
2149	549
2150	390
2151	390
2152	5839
2153	1155
2154	1155
2155	5840
2156	5841
2157	2742
2158	5337
2159	5338
2160	5842
2161	5843
2162	3772
2163	2474
2164	4963
2165	1745
2166	2051
2167	2312
2168	4964
2169	912
2170	1507
2171	507
2172	840
2173	1246
2174	1475
2175	962
2176	5844
2177	1612
2178	5845
2179	1092
2180	5846
2181	5847
2182	2171
2183	2861
2184	2862
2185	2177
2186	1347
2187	2184
2188	1794
2189	5848
2190	2477
2191	5339
2192	2363
2193	5849
2194	5850
2195	5851
2196	5852
2197	5212
2198	2596
2199	5213
2200	1665
2201	5853
2202	2196
2203	2919
2204	2919
2205	5854
2206	5855
2207	5856
2208	5857
2209	5858
2210	5859
2211	5860
2212	5340
2213	5341
2214	627
2215	2441
2216	920
2217	920
2218	33
2219	5861
2220	3776
2221	5862
2222	5863
2223	5864
2224	310
2225	4966
2226	2746
2227	2748
2228	2054
2229	3778
2230	1408
2231	3779
2232	3780
2233	3781
2234	1330
2235	5342
2236	1402
2237	2423
2238	196
2239	1383
2240	5343
2241	1330
2242	3782
2243	1382
2244	1078
2245	5865
2246	179
2247	1261
2248	3783
2249	3784
2250	3785
2251	4968
2252	2056
2253	3786
2254	2033
2255	3787
2256	641
2257	641
2258	57
2259	803
2260	3788
2261	3790
2262	3791
2263	3792
2264	3793
2265	1406
2266	3794
2267	2749
2268	3795
2269	1252
2270	3796
2271	3797
2272	3798
2273	3799
2274	228
2275	2057
2276	5866
2277	3800
2278	5344
2279	205
2280	5345
2281	1101
2282	2616
2283	4969
2284	135
2285	5867
2286	5868
2287	5869
2288	3801
2289	3802
2290	3803
2291	3804
2292	3805
2293	1090
2294	2314
2295	2316
2296	903
2297	2751
2298	2059
2299	3806
2300	499
2301	3807
2302	3808
2303	863
2304	1533
2305	1430
2306	3809
2307	3810
2308	3811
2309	3812
2310	3813
2311	1435
2312	1882
2313	1748
2314	3814
2315	3815
2316	1420
2317	1419
2318	3816
2319	3817
2320	3818
2321	3819
2322	1437
2323	3820
2324	3821
2325	3822
2326	5870
2327	3823
2328	3824
2329	3825
2330	1993
2331	4971
2332	5346
2333	1102
2334	1217
2335	1399
2336	1969
2337	3826
2338	3827
2339	2284
2340	2754
2341	1178
2342	2481
2343	2481
2344	2064
2345	3828
2346	3829
2347	3830
2348	3831
2349	3832
2350	1106
2351	3833
2352	1854
2353	1750
2354	3834
2355	2755
2356	3835
2357	1275
2358	5871
2359	5872
2360	1553
2361	245
2362	951
2363	245
2364	5873
2365	5874
2366	5875
2367	5876
2368	5877
2369	1311
2370	5878
2371	5879
2372	5880
2373	5881
2374	5882
2375	5883
2376	5884
2377	764
2378	4973
2379	3837
2380	5885
2381	2484
2382	5886
2383	1756
2384	1337
2385	2758
2386	537
2387	5887
2388	2761
2389	1154
2390	1077
2391	5888
2392	5889
2393	5890
2394	5891
2395	5892
2396	5893
2397	2763
2398	5894
2399	5895
2400	5896
2401	5897
2402	2593
2403	5347
2404	2192
2405	5898
2406	5899
2407	2361
2408	3838
2409	5348
2410	2476
2411	1793
2412	2185
2413	1349
2414	2179
2415	2174
2416	2490
2417	5349
2418	4976
2419	5900
2420	3845
2421	5901
2422	240
2423	949
2424	1137
2425	1221
2426	2387
2427	5350
2428	5351
2429	5352
2430	260
2431	463
2432	1752
2433	1666
2434	4978
2435	1823
2436	5902
2437	6
2438	947
2439	2
2440	239
2441	939
2442	157
2443	247
2444	5903
2445	144
2446	2915
2447	2917
2448	3846
2449	3848
2450	44
2451	5353
2452	5904
2453	1032
2454	5354
2455	5355
2456	5356
2457	5357
2458	49
2459	49
2460	5358
2461	2493
2462	4980
2463	5359
2464	5905
2465	3851
2466	1047
2467	805
2468	60
2469	1503
2470	748
2471	4981
2472	4982
2473	281
2474	4983
2475	1486
2476	439
2477	683
2478	788
2479	798
2480	272
2481	272
2482	3853
2483	1009
2484	5360
2485	5361
2486	2318
2487	5362
2488	380
2489	5363
2490	5364
2491	5906
2492	651
2493	3857
2494	1213
2495	2495
2496	5907
2497	77
2498	3858
2499	1441
2500	1322
2501	1547
2502	995
2503	3859
2504	3860
2505	3861
2506	1986
2507	3862
2508	3863
2509	5365
2510	414
2511	1393
2512	1318
2513	2434
2514	2436
2515	1087
2516	1591
2517	2690
2518	1940
2519	2471
2520	2267
2521	1689
2522	2499
2523	176
2524	2617
2525	1096
2526	350
2527	4970
2528	296
2529	3864
2530	1444
2531	3865
2532	3866
2533	3867
2534	1692
2535	3868
2536	3869
2537	3870
2538	3871
2539	3872
2540	1542
2541	209
2542	3873
2543	3874
2544	1377
2545	3875
2546	5366
2547	2765
2548	2767
2549	2769
2550	5908
2551	3876
2552	1428
2553	3877
2554	1142
2555	1616
2556	199
2557	1606
2558	1122
2559	1196
2560	1185
